,index,url,rest_price_idr,review,lat,long,is_chain,rating,alcohol,delivery,entertainment,indoor seating,kid friendly,no alcohol available,others_facility,outdoor seating,parking service,praying room,private dining area available,self service,smoking area,special_meal,table booking,table booking not available,table reservation required,takeaway available,asian,bakery,beverages,cafe,coffee,desserts,drink,fast_food,india,indonesia_traditional,indonesian,melayu,mid_east,noodle,others_type,seafood,snacks,special_food,street_food,tea,western,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000,avg_n_rest
10,10,https://www.zomato.com/jakarta/pan-co-japanese-fluffy-pancakes-kelapa-gading/info,200000,396.0,-6.157727158,106.9079432264,1,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010,qquhbx,0.0,144.0,104.0,71.0,9.0,2.0,9.0,30.0,16.0,6.0,15.0,109.0,40.0,76.0,33.0,0.0,2.2159664744342,0.087719298245614,3.806666666666666
11,11,https://www.zomato.com/jakarta/bakmi-copin-kelapa-gading/info,80000,29.0,-6.1483608401,106.9105771557,0,3.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000,qquj0b,0.0,67.0,46.0,54.0,14.0,8.0,2.0,34.0,9.0,7.0,7.0,80.0,27.0,55.0,15.0,0.0,2.297516220591634,0.0526315789473684,3.9
12,12,https://www.zomato.com/jakarta/kyochon-kelapa-gading/info,150000,173.0,-6.1576114884,106.9079911709,1,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquhbz,0.0,93.0,81.0,32.0,13.0,5.0,9.0,18.0,7.0,2.0,16.0,37.0,30.0,46.0,25.0,0.0,2.2742299922627853,0.0779220779220779,3.766666666666667
13,13,https://www.zomato.com/jakarta/the-darwins-theory-kelapa-gading/info,200000,9.0,-6.153109,106.907435,0,2.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000100000000000000100000000000000001000000000000000000000000000000000000000000000000,qquhbx,0.0,139.0,95.0,81.0,16.0,10.0,8.0,27.0,17.0,8.0,13.0,114.0,51.0,72.0,32.0,0.0,2.2733635245618995,0.0962566844919786,3.811111111111112
14,14,https://www.zomato.com/jakarta/myeong-ga-myeon-ok-kelapa-gading/info,350000,94.0,-6.155696,106.893687,1,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquhbr,0.0,78.0,72.0,59.0,52.0,4.0,19.0,36.0,7.0,17.0,2.0,49.0,56.0,42.0,22.0,0.0,2.382894918286039,0.2068965517241379,3.75
15,15,https://www.zomato.com/jakarta/liang-sandwich-bar-kelapa-gading/info,90000,39.0,-6.150372,106.891341,1,3.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000000001000000,qquj02,0.0,76.0,62.0,41.0,19.0,38.0,12.0,30.0,6.0,8.0,1.0,68.0,35.0,50.0,30.0,0.0,2.3845590236333045,0.0,0.0
16,16,https://www.zomato.com/jakarta/flip-burger-1-kelapa-gading/info,120000,230.0,-6.159206,106.90584,1,3.9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000100000000000000000000000000000000000000000000000000000000000000000000,qquhbw,0.0,116.0,125.0,74.0,35.0,7.0,10.0,45.0,13.0,15.0,10.0,129.0,41.0,71.0,34.0,2.0,2.3166613656320547,0.0,0.0
17,17,https://www.zomato.com/jakarta/bakmi-gm-kelapa-gading/info,125000,150.0,-6.15629112,106.908781752,1,3.8,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000,qquhbz,0.0,93.0,85.0,44.0,17.0,5.0,10.0,20.0,9.0,4.0,17.0,53.0,47.0,51.0,26.0,0.0,2.319495923296873,0.12,3.733333333333334
18,18,https://www.zomato.com/jakarta/hokben-1-kelapa-gading/info,150000,57.0,-6.1584015078,106.9076572359,1,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000100000000000100000000000000000000000000000000000000000000000,qquhbw,0.0,98.0,112.0,67.0,21.0,7.0,10.0,44.0,13.0,17.0,10.0,120.0,42.0,70.0,33.0,0.0,2.318470405423156,0.1893491124260355,3.74375
19,19,https://www.zomato.com/jakarta/pho-24-kelapa-gading/info,230000,21.0,-6.156628,106.90961,1,2.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000100,qquhbz,0.0,89.0,82.0,41.0,15.0,5.0,10.0,20.0,9.0,4.0,17.0,47.0,41.0,47.0,25.0,0.0,2.324231827391483,0.0,0.0
20,20,https://www.zomato.com/jakarta/yakiniku-like-1-kelapa-gading/info,200000,159.0,-6.150781,106.892196,1,4.3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000100000000000000000000100000100000000000000000000000000000000000000000000000,qquj02,0.0,81.0,62.0,41.0,21.0,38.0,11.0,30.0,6.0,8.0,1.0,70.0,32.0,50.0,32.0,0.0,2.3770059145398745,0.1232876712328767,4.033333333333334
21,21,https://www.zomato.com/jakarta/bingsuljip-kelapa-gading/info,100000,26.0,-6.1507172689,106.8912414461,0,3.4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquj02,0.0,76.0,62.0,41.0,22.0,38.0,12.0,30.0,6.0,11.0,1.0,68.0,34.0,49.0,30.0,0.0,2.3986906196881863,0.1159420289855072,3.65
22,22,https://www.zomato.com/jakarta/sei-sapi-kana-kelapa-gading/info,80000,34.0,-6.145963,106.905709,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qquj09,0.0,30.0,31.0,40.0,21.0,1.0,3.0,18.0,4.0,10.0,6.0,38.0,32.0,38.0,16.0,0.0,2.3770392842046606,0.1851851851851851,3.68
23,23,https://www.zomato.com/jakarta/dimsum-go-kelapa-gading/info,200000,173.0,-6.157258,106.908423,0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000100000000000000000000000000000000000000000000000000000000000000,qquhbz,0.0,91.0,80.0,33.0,13.0,5.0,9.0,18.0,7.0,2.0,16.0,37.0,35.0,46.0,25.0,0.0,2.283378861647296,0.0240963855421686,4.3
24,24,https://www.zomato.com/jakarta/onokabe-kelapa-gading/info,300000,151.0,-6.17497,106.894833,1,3.8,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qquhb7,0.0,47.0,72.0,101.0,67.0,12.0,38.0,56.0,96.0,31.0,2.0,69.0,27.0,103.0,17.0,0.0,2.4265924627916307,0.0816326530612244,3.875
25,25,https://www.zomato.com/jakarta/java-kitchen-kelapa-gading/info,160000,53.0,-6.1672136449,106.9010864943,1,3.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qquhbt,0.0,57.0,84.0,39.0,29.0,2.0,30.0,47.0,36.0,8.0,17.0,72.0,32.0,58.0,14.0,0.0,2.4298077532939164,0.0444444444444444,3.85
26,26,https://www.zomato.com/jakarta/doner-kebab-1-kelapa-gading/info,80000,59.0,-6.156041,106.909539,1,3.3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00000000000000000000000000100000000000000010000000000000000000000000000000000000000000,qquhbz,0.0,89.0,88.0,46.0,18.0,5.0,10.0,21.0,9.0,4.0,17.0,51.0,48.0,53.0,30.0,0.0,2.3295128815090598,0.032258064516129,3.3666666666666667
27,27,https://www.zomato.com/jakarta/soto-betawi-nyonya-afung-express-kelapa-gading/info,100000,81.0,-6.150609,106.89148,0,3.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qquj02,0.0,76.0,62.0,41.0,22.0,38.0,12.0,30.0,6.0,8.0,1.0,68.0,35.0,49.0,30.0,0.0,2.3895993494989103,0.1304347826086956,3.4444444444444446
28,28,https://www.zomato.com/jakarta/xin-jang-satay-kelapa-gading/info,80000,19.0,-6.1710656589,106.8982755393,0,3.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000100000000000000000000,qquhbs,0.0,53.0,68.0,101.0,67.0,13.0,12.0,55.0,122.0,39.0,6.0,78.0,33.0,104.0,32.0,0.0,2.4260849455629625,0.25,3.807142857142857
29,29,https://www.zomato.com/jakarta/voguerina-taipei-kelapa-gading/info,80000,27.0,-6.145790724,106.8917866051,0,3.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000,qquj03,0.0,53.0,43.0,39.0,22.0,13.0,16.0,28.0,7.0,8.0,2.0,45.0,26.0,40.0,12.0,0.0,2.425585105840133,0.0375,3.633333333333333
30,30,https://www.zomato.com/jakarta/sandjaja-kelapa-gading/info,200000,82.0,-6.1704206585,106.8994255364,0,3.8,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000010000000000000000000000000010000000000000000000,qquhbs,0.0,54.0,65.0,94.0,67.0,10.0,12.0,58.0,114.0,35.0,6.0,77.0,23.0,95.0,29.0,2.0,2.428196608972599,0.1311475409836065,3.5625
31,31,https://www.zomato.com/jakarta/ojju-kelapa-gading/info,200000,78.0,-6.1507792713,106.8916605413,1,3.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquj02,0.0,78.0,63.0,41.0,23.0,38.0,12.0,30.0,6.0,8.0,1.0,69.0,31.0,49.0,32.0,0.0,2.3860700599920515,0.1159420289855072,3.65
32,32,https://www.zomato.com/jakarta/mcdonald-s-kelapa-gading/info,100000,177.0,-6.14676,106.89642,1,4.1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qquj03,0.0,43.0,30.0,39.0,21.0,10.0,17.0,30.0,8.0,4.0,5.0,48.0,28.0,37.0,13.0,0.0,2.4444686773434885,0.0,0.0
33,33,https://www.zomato.com/jakarta/bakso-boedjangan-kelapa-gading/info,100000,382.0,-6.161882,106.90417,1,3.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000011000000000000000000000000000010000000000000000000000000000000000000000000000000,qquhbw,0.0,123.0,123.0,72.0,38.0,7.0,10.0,48.0,13.0,16.0,8.0,147.0,41.0,75.0,38.0,2.0,2.3034533683336287,0.1620111731843575,3.682758620689655
34,34,https://www.zomato.com/jakarta/soto-mie-pak-kadir-kelapa-gading/info,80000,17.0,-6.1465270919,106.9067660719,0,3.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000010000000000000000,qquj09,0.0,29.0,28.0,42.0,16.0,0.0,2.0,22.0,4.0,10.0,8.0,36.0,34.0,35.0,16.0,0.0,2.363204307638651,0.0566037735849056,3.8333333333333335
35,35,https://www.zomato.com/jakarta/pastel-ma-cik-kelapa-gading/info,60000,27.0,-6.157257,106.908425,0,3.7,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000100000000000,qquhbz,0.0,91.0,80.0,33.0,13.0,5.0,9.0,18.0,7.0,2.0,16.0,37.0,35.0,46.0,25.0,0.0,2.283378861647296,0.0120481927710843,2.9
36,36,https://www.zomato.com/jakarta/docliz-coffee-kitchen-kelapa-gading/info,120000,50.0,-6.155096,106.892557,0,3.7,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00010000000000000010100000000000000001000000000000000000000000000000000000000000000000,qquhbr,0.0,83.0,75.0,61.0,55.0,5.0,19.0,41.0,7.0,23.0,2.0,50.0,59.0,41.0,28.0,0.0,2.3976283729878314,0.0714285714285714,3.783333333333333
37,37,https://www.zomato.com/jakarta/sister-grounds-coffee-eatery-kelapa-gading/info,150000,52.0,-6.1752249758,106.9129673392,0,3.9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000010000000000000000000000000000000000000000000000000,qquhbg,0.0,56.0,64.0,80.0,99.0,6.0,6.0,48.0,84.0,46.0,12.0,51.0,54.0,200.0,14.0,0.0,2.3250976488507837,0.4285714285714285,3.566666666666667
