,index,url,rest_price_idr,review,lat,long,is_chain,alcohol,delivery,entertainment,indoor seating,kid friendly,no alcohol available,others_facility,outdoor seating,parking service,praying room,private dining area available,self service,smoking area,special_meal,table booking,table booking not available,table reservation required,takeaway available,asian,bakery,beverages,cafe,coffee,desserts,drink,fast_food,india,indonesia_traditional,indonesian,melayu,mid_east,noodle,others_type,seafood,snacks,special_food,street_food,tea,western,encode,geohash,d_250_airport,d_250_atm,d_250_bank,d_250_cafe,d_250_convenience_store,d_250_gas_station,d_250_hospital,d_250_lodging,d_250_meal_takeaway,d_250_mosque,d_250_park,d_250_restaurant,d_250_school,d_250_store,d_250_supermarket,d_250_train_station,en_250,n_compt_250,avg_n_rest,rating
4145,789,https://www.zomato.com/jakarta/whats-up-caf%C3%A9-tebet/info,80000,225.0,-6.229099,106.853827,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000001000000000000010000000000000000000000000000000000000100000000000,qqguxd,0.0,4.0,6.0,2.0,4.0,2.0,2.0,2.0,0.0,6.0,4.0,10.0,2.0,2.0,2.0,0.0,2.394814397950494,0.75,2.966666666666667,2.2
51,113,https://www.zomato.com/jakarta/singapore-koo-kee-restaurant-kelapa-gading/info,150000,26.0,-6.1574301504,106.910274066,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000,qquhbz,0.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.9722469794234416,0.0,0.0,2.6
2646,6395,https://www.zomato.com/jakarta/sambel-plecing-jengkelin-palmerah/info,90000,16.0,-6.207057,106.785354,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguty,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,1.7677614722893296,0.0,0.0,2.4
3397,1026,https://www.zomato.com/jakarta/kin-no-taki-thamrin/info,250000,32.0,-6.20013,106.822469,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000001000000000000010000000,qqguwz,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,2.4
4297,2217,https://www.zomato.com/jakarta/madam-rich-tanjung-duren/info,200000,103.0,-6.177491,106.79112,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2244,5188,https://www.zomato.com/jakarta/nahm-thai-suki-bbq-pluit/info,160000,10.0,-6.116379,106.788609,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000100000000000000000000000000000000000000000000000000000000000000000000010000,qqgvnn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6
548,7070,https://www.zomato.com/jakarta/hokben-delivery-pondok-indah/info,150000,25.0,-6.2575688967,106.7818136886,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000100000000000100000000000000000000000000000000000000000000000,qqgumu,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.732867951399863,0.0,0.0,2.6
520,927,https://www.zomato.com/jakarta/bamboo-dimsum-tebet/info,120000,619.0,-6.227998,106.856564,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000100000000000000000000000000000000000000000000000000000000000000,qqguxd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.6365141682948128,0.0,0.0,2.0
2557,261,https://www.zomato.com/jakarta/ce-wei-1-kelapa-gading/info,200000,84.0,-6.1458053914,106.891935803,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquj03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,2.5
2404,2840,https://www.zomato.com/jakarta/my-canteen-pantai-indah-kapuk/info,100000,15.0,-6.112286077,106.7471726239,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000010000000000100000000000000000000000000000000000,qqgvjp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2537,5882,https://www.zomato.com/jakarta/kalimaro-kitchen-and-bar-menteng/info,100000,16.0,-6.188698,106.823978,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000010000000000000000000000000000000000000,qqguyc,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,2.5
2722,662,https://www.zomato.com/jakarta/ichiban-sushi-1-tebet/info,200000,5.0,-6.224129,106.843212,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000001000000000000010000000,qqgux6,0.0,13.0,3.0,21.0,0.0,3.0,0.0,3.0,6.0,1.0,0.0,25.0,0.0,12.0,3.0,0.0,1.9275430865776149,0.202127659574468,3.9368421052631577,2.3
659,2798,https://www.zomato.com/jakarta/pappa-jack-kopitiam-pantai-indah-kapuk/info,330000,115.0,-6.1237248838,106.7399470881,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000010000000000000000000000000,qqgvhv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5
3048,5270,https://www.zomato.com/jakarta/jolee-durian-corner-pluit/info,70000,8.0,-6.109306,106.778834,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqgvjz,0.0,1.0,0.0,18.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,8.0,1.0,57.0,1.0,0.0,1.2403892839579664,0.1764705882352941,3.4666666666666663,2.6
1218,6465,https://www.zomato.com/jakarta/p-c-coffee-senayan/info,100000,11.0,-6.22752,106.7973,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguw4,0.0,10.0,0.0,15.0,2.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,6.0,21.0,39.0,0.0,1.716701007445226,0.1764705882352941,3.5333333333333337,2.5
543,4104,https://www.zomato.com/jakarta/nasi-goreng-babat-tjap-toegoe-moeda-kuningan/info,90000,6.0,-6.2215332482,106.8335866928,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000010000000000000000000000000000000000000000000000000000000000000000000000000000001,qqgux5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
1844,5120,https://www.zomato.com/jakarta/hop-hop-pluit/info,60000,6.0,-6.1164935248,106.7899186537,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqgvnn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
1538,7042,https://www.zomato.com/jakarta/nasi-uduk-kebon-kacang-zainal-fanani-pondok-indah/info,100000,22.0,-6.2546133743,106.7906468734,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000,qqguqj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
3584,916,https://www.zomato.com/jakarta/rice-bowl-tebet/info,150000,80.0,-6.223603,106.843288,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgux7,0.0,4.0,1.0,15.0,3.0,0.0,0.0,3.0,3.0,8.0,0.0,11.0,1.0,10.0,0.0,0.0,2.008187065546619,0.0566037735849056,3.7,2.5
1638,4227,https://www.zomato.com/jakarta/soto-bangkong-kuningan/info,110000,11.0,-6.2289454869,106.8339078873,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000010000000000000000000000000000010000000000000000,qqgux4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8675632284814612,0.0,0.0,2.4
2321,1160,https://www.zomato.com/jakarta/ngikan-thamrin/info,50000,6.0,-6.201946,106.823429,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguwy,0.0,4.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,1.6318593606946807,0.1111111111111111,3.9,2.6
4081,5954,https://www.zomato.com/jakarta/backyard-52c-setiabudi/info,100000,12.0,-6.2208113167,106.8294805661,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000001000000000000000000000000000000000000000000000000000100000000000,qqguwg,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6365141682948128,0.0,0.0,2.5
476,3850,https://www.zomato.com/jakarta/concessions-xxi-epicentrum-walk-kuningan/info,200000,5.0,-6.2171083195,106.8347615004,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00000000000000100000000000010000000000000000000000000000000000000000000000000000000000,qqguxh,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.294545165844896,0.0,0.0,2.0
93,633,https://www.zomato.com/jakarta/waroeng-steak-and-shake-tebet/info,80000,136.0,-6.228207,106.855362,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000,qqguxd,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.691434336280957,0.0,0.0,2.5
